date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:11	1295275/1295275	---M--	200	added ('OK')	image/png	etag:%2231c3fff28b537577d2ed77b5fb11f89a%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679cdc9fca062772960e8db3_nail-master-15.png	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679cdc9fca062772960e8db3_nail-master-15.png	(from https://ego-alisa-nails-tmpl.webflow.io/services/correction)
20:27:11	319754/319754	---M--	200	added ('OK')	image/jpeg	etag:%22ef2876f09762624ecedfb09038e27b9d%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679cdd572ef530f688084c52_nail-master-12.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679cdd572ef530f688084c52_nail-master-12.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/services/correction)
20:27:12	664192/664192	---M--	200	added ('OK')	image/png	etag:%22c629e8d8f77cad8f4ccba21740a0d9ec%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e383e1b8a79e83945a32a_nail-master-10.png	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e383e1b8a79e83945a32a_nail-master-10.png	(from https://ego-alisa-nails-tmpl.webflow.io/services/nail-care)
20:27:12	434957/434957	---M--	200	added ('OK')	image/jpeg	etag:%22fe15f34a198124a660709fd5f519b5e5%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e3852b7e944e034e4abb9_nail-master-13.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e3852b7e944e034e4abb9_nail-master-13.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/services/nail-care)
20:27:13	452632/452632	---M--	200	added ('OK')	image/jpeg	etag:%22b4ae3cc65eb7f8a98ee82560b377a24e%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e39810a1e43385e6e7bbb_nail-master-11.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1df5/679e39810a1e43385e6e7bbb_nail-master-11.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/services/nail-art)
20:27:13	98974/98974	---M--	200	added ('OK')	image/jpeg	etag:%22fad6343d1bfdeacb39db9ba9812cfa8f%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e10_Video_thumb.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e10_Video_thumb.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:13	37518/37518	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2269c8f2108b6e08235879dca8e38481d9%22	https://ego-alisa-nails-tmpl.webflow.io/styleguide/tokens/breakpoints	F:/My%20Web%20Sites/Nails/ego-alisa-nails-tmpl.webflow.io/styleguide/tokens/breakpoints	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:14	19875/19875	---M--	200	added ('OK')	image/jpeg	etag:%224a6bbcba741498e5fb2e67d17758fe4a%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e06_Tutorial%20Img%204.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e06_Tutorial%20Img%204.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:14	15974/15974	---M--	200	added ('OK')	image/jpeg	etag:%22d2ad0cc01678540d4da1e6f01e57d360%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e02_Tutorial%20Img%203.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e02_Tutorial%20Img%203.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:14	6193/6193	---M--	200	added ('OK')	image/jpeg	etag:%224408c71dea02355e6964bf2d5610e5dd%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e17_Tutorial%20Img%202.jpg	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e17_Tutorial%20Img%202.jpg	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:15	13312/13312	---M--	200	added ('OK')	image/png	etag:%2272213cf02f51ac84cd87f3c7cec358ac%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e0e_Tutorial%20Img.png	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1e0e_Tutorial%20Img.png	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:15	78441/78441	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jul%202025%2000:27:15%20GMT	https://ego-alisa-nails-tmpl.webflow.io/styleguide/components-vault	F:/My%20Web%20Sites/Nails/ego-alisa-nails-tmpl.webflow.io/styleguide/components-vault.html	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:16	57330/57330	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jul%202025%2000:27:16%20GMT	https://ego-alisa-nails-tmpl.webflow.io/styleguide/classes-vault	F:/My%20Web%20Sites/Nails/ego-alisa-nails-tmpl.webflow.io/styleguide/classes-vault.html	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:17	72535/72535	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-11b57%22	https://code.jquery.com/jquery-3.6.1.slim.min.js	F:/My%20Web%20Sites/Nails/code.jquery.com/jquery-3.6.1.slim.min.js	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/get-started)
20:27:17	1587/1587	---M--	200	added ('OK')	image/png	etag:%229520ccfdf8a247eda68640ce1bd2a2f0%22	https://cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1dfc_Marketing%20Utilities%20placeholder.png	F:/My%20Web%20Sites/Nails/cdn.prod.website-files.com/6793b7e3ceb824cdb03a1dbb/6793b7e3ceb824cdb03a1dfc_Marketing%20Utilities%20placeholder.png	(from https://ego-alisa-nails-tmpl.webflow.io/styleguide/marketing-utilities)
